index,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,id,CreatedDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
305,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,2021-01-16 16:14:56.000,2021-01-16 16:14:56.000,2021-01-16 16:29:50.000,2021-01-16 16:31:40.000,2021-01-16 16:29:50.000,2021-01-15 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
306,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,2021-01-15 18:17:03.000,2021-01-15 18:17:03.000,2021-01-15 18:24:04.000,2021-01-15 18:24:50.000,2021-01-15 18:24:04.000,2021-01-04 17:00:00
